epoch,data_loss,physics_loss,total_loss,hA
1,0.04625652454573135,0.00041478843220696377,0.04629800338006902,9.999999747378752e-06
2,0.006269560003663139,0.0004268964728823119,0.006312249652047088,9.999999747378752e-06
3,0.006120383767909333,0.0004269829299709025,0.006163082054033329,9.999999747378752e-06
4,0.006041356055851765,0.00042711130860268907,0.006084067182831266,9.999999747378752e-06
5,0.006002157693983553,0.00042707487292684837,0.006044865197598846,9.999999747378752e-06
6,0.005935653196251742,0.00042709000787289394,0.0059783621980100225,9.999999747378752e-06
7,0.00592475119548629,0.0004271598147406536,0.005967467175905963,9.999999747378752e-06
8,0.00586831269733762,0.0004270969345407253,0.005911022391923034,9.999999747378752e-06
9,0.005909155728089679,0.00042714870631355487,0.005951870607339689,9.999999747378752e-06
10,0.005828618788562264,0.0004271940211050799,0.00587133818024375,9.999999747378752e-06
11,0.00582295225660588,0.0004271848433195302,0.005865670751667337,9.999999747378752e-06
12,0.005774791708931526,0.0004272152877263875,0.0058175132383369915,9.999999747378752e-06
13,0.005769959093586675,0.0004271589003229588,0.005812674970024791,9.999999747378752e-06
14,0.005752898757462279,0.00042718636851664225,0.00579561739123761,9.999999747378752e-06
15,0.005748839770330925,0.0004272624923785402,0.005791566005595538,9.999999747378752e-06
16,0.005751397639184591,0.00042716185540239547,0.0057941138366510905,9.999999747378752e-06
17,0.0057185636091265975,0.00042726547165944465,0.0057612901641062395,9.999999747378752e-06
18,0.005760984671588596,0.0004272407636644361,0.005803708746033808,9.999999747378752e-06
19,0.005698042812716596,0.0004272268515666323,0.0057407655018951,9.999999747378752e-06
20,0.005693863913553545,0.0004272015080068746,0.0057365840722629555,9.999999747378752e-06
21,0.005678898569860359,0.0004273051431192247,0.00572162908469396,9.999999747378752e-06
22,0.005677700340251632,0.00042725810981508175,0.005720426146243661,9.999999747378752e-06
23,0.005642513262513997,0.00042720505417524475,0.005685233753175703,9.999999747378752e-06
24,0.005593635198045465,0.00042724256651298,0.005636359456639949,9.999999747378752e-06
25,0.005554314567682506,0.00042728590382767114,0.0055970431434519885,9.999999747378752e-06
26,0.005543456172865416,0.00042730638598272914,0.005586186808758587,9.999999747378752e-06
27,0.005492137584979375,0.00042730415444307106,0.005534867995606184,9.999999747378752e-06
28,0.005465307393330205,0.00042730851185467236,0.005508038254645073,9.999999747378752e-06
29,0.005410113930896067,0.000427297014195159,0.0054528436247827435,9.999999747378752e-06
30,0.005378248054558959,0.00042735646751877266,0.005420983687550352,9.999999747378752e-06
31,0.005377126304588884,0.00042738356717599376,0.00541986466331465,9.999999747378752e-06
32,0.00531291978240612,0.00042740105880048574,0.00535565989174966,9.999999747378752e-06
33,0.005294512700174839,0.0004274034686964663,0.005337253040697814,9.999999747378752e-06
34,0.005292922547860609,0.0004273269759935853,0.005335655250457706,9.999999747378752e-06
35,0.005268807332520516,0.00042747388525610626,0.005311554733241097,9.999999747378752e-06
36,0.005232183641902108,0.00042744121292494095,0.005274927758509825,9.999999747378752e-06
37,0.005244940435013076,0.0004274166919146437,0.0052876821099562795,9.999999747378752e-06
38,0.005215613611583545,0.0004273918582116099,0.005258352807931931,9.999999747378752e-06
39,0.0052093387044012665,0.00042741308655896857,0.0052520800044061474,9.999999747378752e-06
40,0.005175309266078714,0.00042744970504752204,0.005218054230552079,9.999999747378752e-06
41,0.005159540481262807,0.00042744632987157466,0.005202285119351848,9.999999747378752e-06
42,0.00517050788890511,0.0004274415793814719,0.005213252036541706,9.999999747378752e-06
43,0.005106233809713122,0.00042749536718352183,0.005148983349112732,9.999999747378752e-06
44,0.005130353448336044,0.00042748019636066513,0.005173101466962474,9.999999747378752e-06
45,0.005094493713511013,0.0004274551435595448,0.005137239237022265,9.999999747378752e-06
46,0.00511830147555692,0.00042745880641694947,0.005161047351205692,9.999999747378752e-06
47,0.0050690505982444655,0.00042749125022969146,0.005111799717975318,9.999999747378752e-06
48,0.005077072298328148,0.00042751413121624033,0.005119823716103132,9.999999747378752e-06
49,0.005101255519769589,0.000427470780744766,0.00514400260193795,9.999999747378752e-06
50,0.005026473675477151,0.00042752673058035046,0.005069226348327665,9.999999747378752e-06
51,0.004996569531036834,0.0004274948379905419,0.00503931902555145,9.999999747378752e-06
52,0.004998857269436669,0.00042753120721158246,0.005041610386516167,9.999999747378752e-06
53,0.0049675384794842774,0.00042749096636519575,0.0050102875735559115,9.999999747378752e-06
54,0.0049746037465939925,0.0004274968970868865,0.005017353439909566,9.999999747378752e-06
55,0.004948167642671787,0.0004275667382533217,0.004990924314632184,9.999999747378752e-06
56,0.004925943040984398,0.0004275074958505236,0.004968693779765579,9.999999747378752e-06
57,0.004904436823664405,0.0004275614876011269,0.004947192971164158,9.999999747378752e-06
58,0.004901996919986212,0.000427562957958493,0.004944753204630959,9.999999747378752e-06
59,0.00491281582673735,0.0004275173397912706,0.004955567571826854,9.999999747378752e-06
60,0.004855934303925942,0.00042757310777822053,0.004898691602703221,9.999999747378752e-06
61,0.004826036904940463,0.0004276434863903733,0.004868801243784491,9.999999747378752e-06
62,0.004842271660525,0.00042755504915636353,0.004885027163357844,9.999999747378752e-06
63,0.004799148594752103,0.0004276253346548213,0.004841911121609246,9.999999747378752e-06
64,0.004768788581604782,0.00042756260070793694,0.004811544838753219,9.999999747378752e-06
65,0.004795521124566959,0.0004276171404685699,0.004838282837864378,9.999999747378752e-06
66,0.004805746083130768,0.0004276060555206326,0.004848506697519161,9.999999747378752e-06
67,0.004733554504063647,0.000427633724687822,0.004776317872051904,9.999999747378752e-06
68,0.004761479836107578,0.0004276222938487601,0.004804242068656234,9.999999747378752e-06
69,0.004743043596905326,0.0004275720549257354,0.004785800805242091,9.999999747378752e-06
70,0.004702679547471743,0.00042768115973632965,0.004745447662907419,9.999999747378752e-06
71,0.004716868560600363,0.00042767364108470756,0.004759635924578605,9.999999747378752e-06
72,0.004667827925382819,0.0004276462480222696,0.004710592545906106,9.999999747378752e-06
73,0.0046723264998605515,0.00042771847965969445,0.004715098348265238,9.999999747378752e-06
74,0.004635681538415926,0.00042768987865519014,0.004678450515841058,9.999999747378752e-06
75,0.0047000902864236865,0.000427665073884795,0.004742856788775956,9.999999747378752e-06
76,0.00464694921748348,0.00042770020861843046,0.004689719241771197,9.999999747378752e-06
77,0.004556756129096756,0.000427706846558043,0.00459952680574718,9.999999747378752e-06
78,0.004609989824417504,0.0004277126460646408,0.004652761091347503,9.999999747378752e-06
79,0.004557692787971359,0.00042769945131102693,0.004600462733918616,9.999999747378752e-06
80,0.00457042162811051,0.00042773589363671313,0.004613195219895409,9.999999747378752e-06
81,0.004527248227997539,0.0004276944752331486,0.004570017686096537,9.999999747378752e-06
82,0.004524651867348904,0.00042777088023212407,0.004567428957183176,9.999999747378752e-06
83,0.004483206029048683,0.00042776745144124464,0.004525982775660869,9.999999747378752e-06
84,0.004429137706909131,0.0004277478744417272,0.004471912487342751,9.999999747378752e-06
85,0.004438849147114334,0.0004277545291722426,0.004481624600714378,9.999999747378752e-06
86,0.004426423553343424,0.00042773363284740417,0.00446919691219464,9.999999747378752e-06
87,0.004401997211610782,0.000427829587364861,0.004444780169208432,9.999999747378752e-06
88,0.004383833030207772,0.0004277171007096718,0.0044266047372377,9.999999747378752e-06
89,0.004349735939651692,0.0004278132988576753,0.004392517271627319,9.999999747378752e-06
90,0.004359792632487319,0.00042777044206934793,0.004402569675859434,9.999999747378752e-06
91,0.004327665883545829,0.00042782198928685984,0.004370448084716888,9.999999747378752e-06
92,0.004278945354883123,0.0004278067642053383,0.004321726029316149,9.999999747378752e-06
93,0.004221650564786309,0.0004278172223927023,0.004264432277349005,9.999999747378752e-06
94,0.00423029081370881,0.00042786290666616016,0.004273077109992542,9.999999747378752e-06
95,0.004204129715310574,0.00042791955375662895,0.004246921670254154,9.999999747378752e-06
96,0.0042214367066052685,0.0004278014116024583,0.004264216846141749,9.999999747378752e-06
97,0.0041655613367312565,0.00042789533798876357,0.004208350882898302,9.999999747378752e-06
98,0.004138014958284204,0.00042787773190733184,0.0041808027316382204,9.999999747378752e-06
99,0.004113965616069155,0.000427952792583493,0.004156760895488281,9.999999747378752e-06
100,0.004119944975855603,0.00042787257769927247,0.004162732226184786,9.999999747378752e-06
